Date,PCE,Federal Reserve Rate,FedRate Movement
2016-12-01,13005926,0.54,0.13000000000000006
2017-01-01,13063650,0.65,0.10999999999999999
2017-02-01,13088383,0.66,0.010000000000000009
2017-03-01,13139886,0.79,0.13
2017-04-01,13169177,0.9,0.10999999999999999
2017-05-01,13171862,0.91,0.010000000000000009
2017-06-01,13225151,1.04,0.13
2017-07-01,13263299,1.15,0.10999999999999988
2017-08-01,13294640,1.16,0.010000000000000009
2017-09-01,13417255,1.15,-0.010000000000000009
2017-10-01,13447486,1.15,0.0
2017-11-01,13540626,1.16,0.010000000000000009
2017-12-01,13666091,1.3,0.14000000000000012
2018-01-01,13703270,1.41,0.10999999999999988
2018-02-01,13738737,1.42,0.010000000000000009
2018-03-01,13793215,1.51,0.09000000000000008
2018-04-01,13838421,1.69,0.17999999999999994
2018-05-01,13905023,1.7,0.010000000000000009
2018-06-01,13930438,1.82,0.1200000000000001
2018-07-01,13974828,1.91,0.08999999999999986
2018-08-01,14013992,1.91,0.0
2018-09-01,14017778,1.95,0.040000000000000036
2018-10-01,14083061,2.19,0.24
2018-11-01,14162941,2.2,0.010000000000000231
2018-12-01,14051596,2.27,0.06999999999999984
2019-01-01,14084585,2.4,0.1299999999999999
2019-02-01,14117418,2.4,0.0
2019-03-01,14248569,2.41,0.010000000000000231
2019-04-01,14289984,2.42,0.009999999999999787
2019-05-01,14353322,2.39,-0.029999999999999805
2019-06-01,14408679,2.38,-0.010000000000000231
2019-07-01,14495969,2.4,0.020000000000000018
2019-08-01,14558244,2.13,-0.27
2019-09-01,14590632,2.04,-0.08999999999999986
2019-10-01,14617397,1.83,-0.20999999999999996
2019-11-01,14710955,1.55,-0.28
2019-12-01,14774762,1.55,0.0
2020-01-01,14844290,1.55,0.0
2020-02-01,14833847,1.58,0.030000000000000027
2020-03-01,13810544,0.65,-0.93
2020-04-01,12234409,0.05,-0.6
2020-05-01,13251701,0.05,0.0
2020-06-01,14040802,0.08,0.03
2020-07-01,14303831,0.09,0.009999999999999995
2020-08-01,14454899,0.1,0.010000000000000009
2020-09-01,14675370,0.09,-0.010000000000000009
2020-10-01,14725953,0.09,0.0
2020-11-01,14704904,0.09,0.0
2020-12-01,14827338,0.09,0.0
2021-01-01,15081525,0.09,0.0
2021-02-01,14984400,0.08,-0.009999999999999995
2021-03-01,15712357,0.07,-0.009999999999999995
2021-04-01,15914954,0.07,0.0
2021-05-01,15950527,0.06,-0.010000000000000009
2021-06-01,16183559,0.08,0.020000000000000004
2021-07-01,16223480,0.1,0.020000000000000004
2021-08-01,16390625,0.09,-0.010000000000000009
2021-09-01,16477524,0.08,-0.009999999999999995
2021-10-01,16693955,0.08,0.0
2021-11-01,16848981,0.08,0.0
2021-12-01,16905459,0.08,0.0
2022-01-01,17017812,0.08,0.0
2022-02-01,17136077,0.08,0.0
2022-03-01,17371426,0.2,0.12000000000000001
2022-04-01,17493773,0.33,0.13
2022-05-01,17569866,0.77,0.44
2022-06-01,17747620,1.21,0.43999999999999995
2022-07-01,17743986,1.68,0.47
2022-08-01,17897510,2.33,0.6500000000000001
2022-09-01,17987206,2.56,0.22999999999999998
2022-10-01,18096208,3.08,0.52
2022-11-01,18093997,3.78,0.6999999999999997
2022-12-01,18134604,4.1,0.31999999999999984
2023-01-01,18475214,4.33,0.23000000000000043
2023-02-01,18532105,4.57,0.2400000000000002
2023-03-01,18511313,4.65,0.08000000000000007
2023-04-01,18638696,4.83,0.17999999999999972
2023-05-01,18676378,5.06,0.22999999999999954
2023-06-01,18742097,5.08,0.020000000000000462
2023-07-01,18850517,5.12,0.040000000000000036
2023-08-01,18911553,5.33,0.20999999999999996
2023-09-01,19024890,5.33,0.0
2023-10-01,19069530,5.33,0.0
2023-11-01,19151017,5.33,0.0
2023-12-01,19289914,5.33,0.0
2024-01-01,19308453,5.33,0.0
2024-02-01,19412699,5.33,0.0
2024-03-01,19553172,5.33,0.0
2024-04-01,19603274,5.33,0.0
2024-05-01,19697331,5.33,0.0
2024-06-01,19747490,5.33,0.0
2024-07-01,19859264,5.33,0.0
2024-08-01,19898041,5.33,0.0
2024-09-01,20027196,5.13,-0.20000000000000018
2024-10-01,20099540,4.83,-0.2999999999999998
